Order_ID,Customer_ID,Order_Date,Product_ID,Product_Category,Product_Name,Unit_Price,Quantity,Discount,Payment_Method,Shipping_Method,Shipping_Cost,Order_Status,Customer_Age,Customer_Gender,Region,Customer_Rating,Ship_Date,City,Total_Amount
ORD2786,CUST5587,2024-08-22,PROD079,美妝,產品22,245.77,9.0,0.3,信用卡,次日達,15.51,已取消,71.0,未指定,中部,5.0,2024-08-27,台中,1548.35
ORD2787,CUST8331,2023-05-26,,電子產品,產品28,960.82,19.0,0.23,貨到付款,次日達,,已取消,33.0,男,北部,3.0,2023-06-04,新竹,14056.8
ORD2788,CUST3603,2023-06-02,PROD026,電子產品,產品44,,5.0,0.09,貨到付款,次日達,,已退貨,67.0,未指定,南部,4.0,2023-06-12,台南,914.28
ORD2789,CUST3289,,PROD035,美妝,產品16,951.67,7.0,0.08,貨到付款,,3.33,已取消,29.0,男,東部,4.0,2024-07-24,花蓮,6128.75
ORD2790,CUST2707,2024-06-11,,服飾,產品18,994.85,19.0,0.2,信用卡,,32.57,已取消,48.0,女,東部,1.0,2024-06-15,台東,15121.72
ORD2791,CUST2931,2023-06-25,PROD072,服飾,產品37,713.16,20.0,,行動支付,次日達,24.44,已退貨,,未指定,東部,2.0,2023-06-28,台東,10412.14
ORD2792,CUST8914,2025-01-12,PROD074,美妝,產品23,981.24,7.0,0.17,貨到付款,快遞,26.85,已退貨,54.0,女,,3.0,2025-01-20,台東,5701.0
ORD2793,CUST2025,2023-07-30,PROD096,,產品29,571.69,2.0,0.16,PayPal,標準,41.64,已退貨,70.0,未指定,東部,5.0,,花蓮,960.44
ORD2794,CUST6501,,PROD065,家居,產品35,263.24,16.0,0.05,貨到付款,,17.11,已完成,30.0,未指定,北部,1.0,,基隆,4001.25
ORD2795,,2024-04-23,PROD091,,,439.81,13.0,0.21,PayPal,標準,8.7,已完成,75.0,未指定,北部,5.0,2024-04-29,新竹,
ORD2796,CUST2790,2025-03-14,PROD032,服飾,產品19,595.59,8.0,,PayPal,標準,27.59,已退貨,25.0,未指定,北部,5.0,2025-03-16,台北,3764.13
ORD2797,CUST6190,2025-02-28,PROD038,,產品44,77.72,6.0,0.29,信用卡,標準,47.25,已退貨,55.0,未指定,南部,4.0,2025-03-01,台南,331.09
ORD2798,CUST8087,2024-02-16,PROD065,服飾,產品5,624.23,6.0,,PayPal,標準,25.89,已退貨,20.0,男,北部,1.0,2024-02-20,台北,3408.3
ORD2799,CUST3761,2024-12-24,PROD026,電子產品,產品5,981.27,9.0,0.23,信用卡,,41.6,已取消,74.0,未指定,中部,1.0,2024-12-28,,6800.2
ORD2800,CUST1386,2025-01-18,PROD073,服飾,產品48,,4.0,0.13,行動支付,次日達,37.85,已完成,,未指定,南部,3.0,2025-01-23,高雄,675.68
ORD2801,CUST6870,2024-05-13,PROD097,美妝,產品45,793.63,11.0,0.17,信用卡,標準,25.92,已退貨,37.0,女,北部,2.0,2024-05-21,基隆,
ORD2802,CUST2049,2023-06-11,PROD047,家居,產品44,908.36,5.0,0.24,信用卡,次日達,32.38,處理中,,未指定,中部,5.0,2023-06-19,台中,3451.77
ORD2803,CUST7413,2024-11-18,PROD085,電子產品,產品32,943.98,17.0,0.07,信用卡,,,已完成,21.0,未指定,北部,3.0,2024-11-19,基隆,14924.32
ORD2804,CUST4505,2023-12-05,PROD064,美妝,,960.33,20.0,0.1,PayPal,次日達,26.53,已取消,,,南部,3.0,2023-12-07,高雄,17285.94
ORD2805,CUST1916,,PROD089,美妝,產品41,523.85,7.0,0.23,貨到付款,標準,25.36,處理中,62.0,女,南部,5.0,2023-11-20,高雄,2823.55
ORD2806,CUST3861,2023-04-11,PROD081,電子產品,產品32,977.42,15.0,0.17,,標準,35.46,已取消,19.0,女,東部,4.0,2023-04-12,花蓮,12168.88
ORD2807,CUST1748,,PROD058,服飾,產品48,758.52,15.0,0.03,PayPal,標準,20.5,已完成,68.0,女,南部,4.0,2023-10-11,高雄,11036.47
ORD2808,CUST6376,2023-02-08,PROD077,家居,產品8,165.86,14.0,0.13,行動支付,標準,4.99,已退貨,53.0,女,中部,5.0,2023-02-17,彰化,2020.17
ORD2809,CUST3385,2023-05-20,PROD022,電子產品,產品28,479.52,13.0,0.18,行動支付,快遞,,已取消,40.0,男,南部,,,,5111.68
ORD2810,CUST7759,2023-04-28,PROD053,,產品6,719.74,11.0,,信用卡,快遞,34.24,,62.0,未指定,北部,2.0,2023-05-06,基隆,5779.51
ORD2811,CUST6026,,PROD044,電子產品,產品37,251.1,13.0,0.06,行動支付,標準,47.51,已退貨,36.0,未指定,南部,4.0,2024-04-12,高雄,3068.44
ORD2812,,2024-08-28,,家居,產品33,642.41,9.0,0.24,PayPal,標準,21.44,處理中,57.0,男,北部,2.0,,新竹,4394.08
ORD2813,CUST3567,2024-04-08,PROD062,,產品4,668.27,10.0,0.04,PayPal,標準,3.91,已退貨,25.0,女,南部,3.0,2024-04-15,高雄,6415.39
ORD2814,CUST3668,,PROD060,家居,產品50,166.89,4.0,0.07,行動支付,次日達,6.08,已取消,,未指定,北部,3.0,2024-12-01,新竹,620.83
ORD2815,CUST2131,2024-01-14,PROD003,美妝,產品44,567.26,17.0,0.07,PayPal,次日達,38.67,已退貨,75.0,女,東部,5.0,,台東,8968.38
ORD2816,CUST8830,2025-04-03,PROD044,,產品46,772.77,14.0,0.26,信用卡,快遞,3.39,已退貨,60.0,男,東部,5.0,2025-04-08,花蓮,8005.9
ORD2817,CUST2596,2023-09-11,PROD087,電子產品,產品31,501.4,,0.06,信用卡,標準,45.39,已完成,35.0,未指定,北部,5.0,2023-09-19,新竹,8483.69
ORD2818,CUST3375,2023-08-21,PROD065,電子產品,產品48,17.04,11.0,0.24,行動支付,次日達,,處理中,53.0,,北部,4.0,2023-08-25,,142.45
ORD2819,CUST3541,2023-08-22,PROD075,,產品17,13.99,,0.14,信用卡,快遞,44.94,,41.0,未指定,南部,2.0,2023-08-26,台南,192.5
ORD2820,,2023-08-01,PROD076,服飾,產品48,360.24,1.0,0.3,行動支付,快遞,38.68,已完成,18.0,男,中部,3.0,2023-08-05,台中,252.17
ORD2821,CUST2637,2025-01-15,,家居,產品2,926.56,7.0,0.25,行動支付,次日達,43.56,處理中,18.0,男,東部,2.0,2025-01-21,花蓮,4864.44
ORD2822,CUST4842,2023-05-15,,服飾,產品30,232.53,10.0,0.22,貨到付款,標準,10.7,,79.0,未指定,南部,,2023-05-24,台南,1813.73
ORD2823,CUST7510,2024-10-15,PROD002,服飾,產品49,636.19,9.0,0.26,信用卡,次日達,29.78,已退貨,,男,東部,2.0,2024-10-20,,4237.03
ORD2824,CUST5057,2025-03-13,PROD016,家居,產品2,225.97,3.0,,信用卡,快遞,4.68,處理中,53.0,女,北部,,2025-03-23,新竹,549.11
ORD2825,CUST2587,,PROD067,電子產品,產品30,325.06,14.0,0.25,貨到付款,快遞,10.11,已完成,28.0,女,南部,5.0,2023-12-11,高雄,3413.13
ORD2826,CUST3965,2023-07-21,PROD024,家居,產品47,848.8,15.0,0.08,貨到付款,次日達,15.5,已退貨,35.0,,南部,2.0,2023-07-25,台南,11713.44
ORD2827,CUST8561,2024-01-29,,服飾,產品46,,2.0,0.03,,次日達,37.04,已取消,33.0,男,,,2024-02-07,台中,
ORD2828,CUST3829,,PROD036,服飾,產品39,99.92,14.0,0.18,PayPal,標準,1.24,已退貨,34.0,女,東部,2.0,2023-01-10,花蓮,1147.08
ORD2829,CUST9135,2024-05-30,PROD079,,產品35,431.56,16.0,0.13,行動支付,次日達,45.16,處理中,41.0,男,中部,1.0,2024-06-08,台中,6007.32
ORD2830,CUST1197,2024-07-18,,電子產品,產品28,34.02,7.0,0.13,行動支付,次日達,3.54,已完成,51.0,女,中部,,2024-07-28,,207.18
ORD2831,CUST5190,,PROD054,服飾,,483.49,4.0,,PayPal,快遞,18.82,處理中,21.0,未指定,東部,3.0,2023-11-08,花蓮,1624.53
ORD2832,CUST8255,2025-01-30,,美妝,,664.12,18.0,0.11,,次日達,4.05,已完成,52.0,男,北部,2.0,2025-02-09,基隆,10639.2
ORD2833,CUST7731,2023-04-14,PROD046,服飾,產品50,122.91,5.0,,,快遞,38.45,已取消,32.0,男,,,2023-04-21,高雄,497.79
ORD2834,CUST2390,2024-02-26,PROD076,電子產品,產品9,,6.0,0.01,PayPal,標準,7.07,,19.0,未指定,南部,5.0,2024-03-06,高雄,1737.09
ORD2835,CUST3584,2024-01-04,PROD052,美妝,產品31,400.85,7.0,0.29,PayPal,快遞,44.24,已退貨,73.0,女,北部,5.0,2024-01-13,基隆,1992.22
ORD2836,,2025-03-07,PROD032,電子產品,產品36,919.93,15.0,,貨到付款,快遞,26.51,處理中,68.0,未指定,北部,3.0,2025-03-09,基隆,9935.24
ORD2837,CUST1595,,PROD031,服飾,產品17,993.29,1.0,0.28,PayPal,快遞,47.42,已退貨,48.0,未指定,南部,4.0,2024-10-24,高雄,715.17
ORD2838,CUST9031,,PROD083,美妝,產品43,49.69,4.0,0.11,PayPal,快遞,14.52,,,女,中部,2.0,2025-03-28,台中,176.9
ORD2839,CUST5476,2023-04-21,PROD045,服飾,產品26,762.2,1.0,0.16,行動支付,快遞,22.72,已完成,27.0,未指定,東部,3.0,2023-04-30,台東,640.25
ORD2840,,2025-03-30,PROD031,家居,產品43,374.87,11.0,0.29,行動支付,,34.71,已取消,70.0,女,北部,5.0,2025-04-08,新竹,2927.73
ORD2841,CUST7308,2025-02-18,PROD057,美妝,產品42,395.5,18.0,0.27,行動支付,標準,41.6,已退貨,42.0,未指定,北部,3.0,2025-02-22,新竹,5196.87
ORD2842,CUST7346,2025-02-14,PROD040,美妝,,755.49,14.0,0.24,PayPal,次日達,21.07,處理中,68.0,未指定,北部,3.0,,新竹,8038.41
ORD2843,CUST8609,2023-10-07,PROD037,,,918.83,11.0,0.12,貨到付款,標準,44.62,處理中,77.0,女,中部,3.0,2023-10-15,台中,
ORD2844,CUST2892,2024-04-10,PROD041,電子產品,產品18,951.17,10.0,0.17,,標準,5.9,,22.0,男,北部,5.0,2024-04-11,基隆,7894.71
ORD2845,CUST5803,2023-11-04,PROD034,家居,產品16,579.24,17.0,0.24,信用卡,標準,35.43,已完成,31.0,未指定,東部,4.0,2023-11-07,花蓮,7483.78
ORD2846,CUST6096,2024-06-12,,美妝,產品8,,4.0,,行動支付,次日達,17.41,,59.0,女,中部,1.0,2024-06-22,彰化,1326.05
ORD2847,CUST7078,2025-02-05,PROD006,服飾,產品19,,15.0,0.19,PayPal,快遞,,已取消,65.0,男,南部,2.0,2025-02-09,,9581.61
ORD2848,CUST5241,2023-11-24,PROD005,家居,產品2,254.75,16.0,0.25,貨到付款,次日達,19.33,已取消,55.0,未指定,,,2023-12-03,高雄,3057.0
ORD2849,CUST1872,2023-05-09,,電子產品,產品4,566.25,13.0,0.21,PayPal,標準,44.01,已取消,,未指定,東部,3.0,2023-05-19,台東,
ORD2850,CUST8258,2023-05-10,PROD031,電子產品,產品50,,9.0,0.14,信用卡,快遞,49.03,,57.0,女,南部,4.0,2023-05-16,台南,2800.25
ORD2851,CUST6495,2023-08-06,PROD076,服飾,產品28,658.35,11.0,0.18,信用卡,快遞,,,,未指定,,5.0,,高雄,5938.32
ORD2852,CUST4603,2023-11-12,PROD061,,產品42,244.2,11.0,0.3,信用卡,次日達,,處理中,35.0,男,,,2023-11-15,,1880.34
ORD2853,CUST9242,2024-12-12,PROD073,電子產品,產品46,195.63,6.0,0.18,信用卡,快遞,25.48,處理中,46.0,,北部,1.0,,台北,962.5
ORD2854,CUST7074,,PROD076,美妝,產品19,918.65,1.0,0.24,行動支付,次日達,35.85,處理中,,,北部,,2023-02-14,新竹,698.17
ORD2855,CUST8637,2023-01-15,PROD043,服飾,,106.29,6.0,0.22,信用卡,次日達,2.27,已取消,,未指定,東部,3.0,,台東,497.44
ORD2856,CUST9900,2023-02-02,PROD095,家居,產品1,508.43,13.0,0.21,PayPal,次日達,27.87,已完成,70.0,男,中部,5.0,2023-02-08,彰化,5221.58
ORD2857,CUST9089,2025-02-24,PROD079,服飾,產品46,,5.0,0.21,信用卡,快遞,,已退貨,37.0,未指定,南部,5.0,2025-03-04,台南,887.76
ORD2858,CUST1694,2025-03-11,,家居,產品48,43.74,15.0,0.14,,次日達,13.43,已完成,25.0,未指定,中部,5.0,,台中,564.25
ORD2859,CUST3743,2024-11-02,PROD033,服飾,產品40,40.84,18.0,0.14,PayPal,,28.34,處理中,,女,中部,3.0,2024-11-09,彰化,632.2
ORD2860,CUST9822,2024-09-08,PROD039,美妝,產品49,179.35,20.0,0.14,PayPal,快遞,40.36,已取消,54.0,,東部,4.0,,花蓮,3084.82
ORD2861,CUST4056,2023-01-10,,美妝,產品9,867.44,14.0,0.01,PayPal,標準,28.04,已取消,66.0,,南部,3.0,2023-01-17,台南,12022.72
ORD2862,CUST3917,2025-02-23,,電子產品,,286.07,15.0,0.07,行動支付,標準,46.81,已取消,65.0,未指定,東部,3.0,2025-02-27,台東,3990.68
ORD2863,,2023-09-18,PROD082,,產品4,950.71,5.0,0.05,行動支付,標準,,處理中,43.0,未指定,南部,1.0,2023-09-24,,4515.87
ORD2864,CUST2263,2023-01-21,,服飾,產品2,583.71,4.0,0.27,行動支付,快遞,7.81,已完成,79.0,女,北部,5.0,2023-01-30,新竹,1704.43
ORD2865,CUST8409,2023-06-05,PROD046,家居,產品11,439.43,2.0,0.08,PayPal,快遞,19.45,已退貨,54.0,女,南部,2.0,2023-06-11,高雄,808.55
ORD2866,,2023-07-25,,服飾,產品35,582.19,7.0,0.04,行動支付,,33.42,已退貨,66.0,,,5.0,2023-08-01,彰化,3912.32
ORD2867,,2024-08-30,,美妝,產品38,519.11,10.0,0.04,,次日達,46.92,處理中,21.0,男,北部,4.0,2024-09-07,基隆,4983.46
ORD2868,CUST9595,2024-03-06,PROD096,電子產品,產品39,759.98,16.0,0.21,行動支付,次日達,49.39,處理中,50.0,未指定,東部,4.0,2024-03-15,台東,9606.15
ORD2869,CUST8005,2024-11-21,PROD093,美妝,產品11,286.08,10.0,0.0,行動支付,次日達,38.16,已完成,39.0,男,東部,5.0,2024-12-01,台東,2860.8
ORD2870,CUST5276,,PROD087,電子產品,產品48,356.29,18.0,0.14,,,,已完成,23.0,男,中部,5.0,,彰化,5515.37
ORD2871,,2023-12-24,PROD084,電子產品,,894.62,17.0,0.04,行動支付,標準,37.83,已退貨,50.0,未指定,北部,3.0,2024-01-02,新竹,14600.2
ORD2872,CUST3713,2023-08-02,,家居,產品14,946.72,13.0,0.25,行動支付,標準,13.66,已完成,45.0,未指定,北部,2.0,2023-08-03,,9230.52
ORD2873,CUST3647,2023-04-25,PROD058,,產品28,893.1,1.0,0.29,行動支付,標準,14.18,已取消,41.0,未指定,北部,3.0,2023-04-29,新竹,634.1
ORD2874,CUST5670,2023-03-14,,美妝,產品14,,1.0,0.29,PayPal,標準,32.72,已完成,79.0,男,北部,1.0,2023-03-19,台北,299.87
ORD2875,CUST3267,2024-02-17,PROD038,美妝,產品36,781.46,15.0,0.13,PayPal,標準,43.59,處理中,21.0,未指定,北部,1.0,2024-02-24,基隆,
ORD2876,CUST5113,2024-09-04,PROD072,家居,產品4,478.95,,0.19,行動支付,標準,48.49,處理中,,女,中部,4.0,2024-09-13,台中,387.95
ORD2877,CUST7116,2023-05-23,PROD061,服飾,產品38,500.05,,,貨到付款,標準,17.07,已完成,30.0,男,北部,4.0,2023-05-30,基隆,2460.25
ORD2878,CUST4112,,PROD029,服飾,產品36,208.66,13.0,0.11,信用卡,次日達,39.83,已完成,63.0,男,中部,2.0,2024-02-21,台中,2414.2
ORD2879,,2023-11-19,PROD008,美妝,產品22,593.17,1.0,0.13,信用卡,標準,42.58,處理中,66.0,男,南部,4.0,2023-11-29,高雄,516.06
ORD2880,CUST8333,2024-04-07,PROD044,服飾,產品6,190.21,5.0,0.02,貨到付款,快遞,31.16,,28.0,未指定,南部,1.0,2024-04-13,,932.03
ORD2881,CUST4442,2024-10-20,PROD079,電子產品,產品46,334.91,9.0,0.24,信用卡,快遞,17.38,已取消,52.0,女,北部,2.0,2024-10-26,台北,2290.78
ORD2882,CUST5677,2024-10-20,PROD034,,產品21,855.76,17.0,0.07,行動支付,標準,30.95,已退貨,56.0,未指定,中部,1.0,2024-10-25,,13529.57
ORD2883,CUST8499,2023-08-22,,服飾,產品10,,16.0,0.14,信用卡,標準,,已退貨,27.0,女,北部,5.0,2023-08-31,,2903.91
ORD2884,CUST1131,2023-08-08,PROD060,服飾,產品17,75.8,8.0,0.14,行動支付,標準,,已完成,60.0,未指定,東部,5.0,2023-08-12,花蓮,521.5
ORD2885,CUST7531,,PROD006,家居,產品46,73.66,17.0,0.17,,快遞,30.96,已完成,27.0,未指定,東部,2.0,2023-12-13,花蓮,1039.34
ORD2886,CUST2018,,,家居,產品37,941.08,15.0,,PayPal,次日達,42.35,已取消,25.0,未指定,南部,,2023-02-26,台南,10587.15
ORD2887,CUST5230,2024-05-25,PROD034,電子產品,產品8,509.39,1.0,0.21,行動支付,次日達,8.5,已退貨,22.0,女,北部,,2024-05-27,新竹,402.42
ORD2888,CUST7598,2025-03-24,PROD072,電子產品,,412.37,12.0,0.2,貨到付款,,18.36,已退貨,40.0,男,北部,2.0,2025-03-27,台北,3958.75
ORD2889,CUST3400,2024-12-24,PROD100,服飾,產品41,811.82,5.0,,行動支付,,29.3,已完成,51.0,,南部,4.0,2024-12-31,,
ORD2890,CUST5320,2024-03-08,PROD023,美妝,產品26,,6.0,0.03,PayPal,快遞,14.17,已完成,77.0,未指定,東部,1.0,2024-03-15,台東,
ORD2891,CUST5788,2024-02-21,PROD022,電子產品,產品32,335.53,1.0,0.12,PayPal,,48.91,處理中,77.0,未指定,南部,3.0,2024-03-01,台南,295.27
ORD2892,CUST8535,2023-03-30,PROD050,電子產品,產品28,695.15,1.0,0.29,PayPal,次日達,13.16,已取消,64.0,男,南部,,2023-04-06,台南,
ORD2893,CUST4537,2023-06-27,PROD015,美妝,產品5,772.27,10.0,0.3,行動支付,快遞,,已完成,49.0,男,中部,5.0,2023-06-28,彰化,5405.89
ORD2894,CUST8800,2023-03-21,PROD028,服飾,,656.38,10.0,,信用卡,次日達,43.87,已退貨,33.0,女,南部,5.0,2023-03-23,台南,
ORD2895,CUST5349,2024-12-10,PROD032,電子產品,產品8,155.84,3.0,0.07,信用卡,,4.0,已取消,21.0,女,北部,1.0,2024-12-15,台北,434.79
ORD2896,CUST3987,2024-10-31,,家居,,876.5,17.0,0.03,貨到付款,快遞,41.03,,71.0,未指定,中部,2.0,2024-11-05,彰化,14453.48
ORD2897,CUST6290,2024-10-25,PROD080,家居,產品24,541.4,,0.12,貨到付款,次日達,28.55,,77.0,未指定,中部,4.0,2024-11-02,彰化,9052.21
ORD2898,CUST9919,2024-07-25,PROD014,家居,,286.06,11.0,0.26,貨到付款,快遞,1.59,已完成,45.0,女,北部,,2024-08-01,新竹,2328.53
ORD2899,CUST9017,2023-03-23,PROD041,家居,產品6,428.1,,0.22,PayPal,標準,45.15,已退貨,65.0,未指定,北部,5.0,2023-03-31,台北,6010.52
ORD2900,CUST1764,2024-10-31,PROD014,服飾,產品24,42.38,2.0,0.27,信用卡,次日達,1.96,,,女,中部,5.0,2024-11-10,台中,61.87
ORD2901,CUST8424,2023-11-12,PROD058,服飾,產品43,,9.0,0.18,貨到付款,快遞,25.76,已取消,77.0,未指定,中部,5.0,2023-11-14,台中,975.86
ORD2902,CUST8584,2024-09-21,PROD049,電子產品,產品43,,17.0,0.04,貨到付款,次日達,2.45,已取消,31.0,未指定,南部,3.0,2024-09-28,台南,12512.87
ORD2903,CUST3949,2023-07-17,PROD027,家居,產品24,,14.0,0.03,行動支付,次日達,3.56,已退貨,29.0,男,中部,3.0,2023-07-25,台中,68.04
ORD2904,CUST2876,2025-03-20,PROD072,電子產品,產品48,419.48,4.0,,,快遞,44.36,已取消,77.0,未指定,中部,5.0,2025-03-27,彰化,1661.14
ORD2905,CUST1967,2023-02-09,PROD052,電子產品,產品22,524.9,,0.17,信用卡,,38.29,已取消,38.0,男,,2.0,2023-02-11,花蓮,7406.34
ORD2906,CUST1806,2024-02-17,PROD096,服飾,產品12,59.36,,0.07,貨到付款,次日達,9.85,已完成,65.0,男,中部,3.0,2024-02-23,台中,938.48
ORD2907,CUST2899,2024-10-20,PROD024,家居,產品40,973.21,12.0,0.22,信用卡,,31.02,已退貨,33.0,女,東部,4.0,,花蓮,
ORD2908,CUST7948,2024-03-09,PROD053,美妝,產品33,229.99,20.0,0.21,PayPal,標準,39.73,已退貨,71.0,,北部,3.0,2024-03-18,新竹,3633.84
ORD2909,CUST5868,2023-10-23,PROD001,家居,產品30,307.68,18.0,0.1,信用卡,快遞,44.48,已完成,61.0,未指定,東部,,2023-11-02,台東,4984.42
ORD2910,CUST3900,2025-02-02,PROD009,家居,產品25,307.42,3.0,0.05,行動支付,快遞,23.42,已完成,19.0,未指定,,,2025-02-06,高雄,876.15
ORD2911,CUST2635,2025-02-12,,美妝,產品34,234.26,11.0,0.03,貨到付款,快遞,44.87,,40.0,未指定,中部,,2025-02-21,台中,2499.55
ORD2912,CUST2902,2025-01-06,PROD085,服飾,產品3,6.47,18.0,0.22,PayPal,次日達,25.39,已退貨,73.0,男,南部,4.0,2025-01-07,高雄,90.84
ORD2913,CUST9969,2023-12-29,PROD050,,產品43,730.7,4.0,,貨到付款,標準,34.41,處理中,,未指定,北部,,2024-01-03,基隆,2513.61
ORD2914,CUST1590,2024-03-21,PROD086,電子產品,產品24,967.01,17.0,0.1,行動支付,快遞,48.95,已退貨,63.0,女,,,2024-03-24,,14795.25
ORD2915,CUST1576,2023-02-27,,家居,產品48,,18.0,0.26,,快遞,11.8,處理中,60.0,未指定,東部,3.0,2023-03-08,花蓮,3039.22
ORD2916,CUST8214,2023-04-01,PROD032,服飾,產品50,664.73,5.0,0.18,信用卡,次日達,,處理中,26.0,未指定,北部,5.0,2023-04-03,,2725.39
ORD2917,CUST6240,2024-03-04,PROD018,服飾,產品42,743.19,,0.16,PayPal,快遞,,處理中,71.0,男,東部,4.0,2024-03-11,台東,8739.91
ORD2918,CUST8681,2023-11-26,PROD065,,產品40,849.18,10.0,0.22,,標準,8.22,已退貨,24.0,未指定,南部,5.0,2023-12-04,台南,6623.6
ORD2919,CUST3080,2023-02-08,PROD046,服飾,產品36,425.52,15.0,0.24,PayPal,次日達,14.21,已取消,46.0,女,北部,4.0,2023-02-09,新竹,4850.93
ORD2920,CUST2766,2025-02-10,PROD085,服飾,產品31,306.42,1.0,0.21,行動支付,,37.15,處理中,61.0,未指定,中部,,2025-02-12,台中,
ORD2921,CUST6649,2023-04-14,PROD084,電子產品,產品6,,,0.13,信用卡,快遞,,已退貨,78.0,男,東部,3.0,2023-04-23,花蓮,4575.09
ORD2922,CUST9938,2024-02-18,PROD040,電子產品,產品10,714.06,11.0,0.11,PayPal,次日達,18.75,,34.0,女,東部,3.0,2024-02-21,台東,6990.65
ORD2923,CUST5850,2024-07-07,PROD008,美妝,產品1,817.7,20.0,0.23,信用卡,標準,18.44,已完成,26.0,女,北部,3.0,2024-07-12,新竹,
ORD2924,CUST2898,2024-10-19,PROD046,家居,產品17,185.71,,0.16,,標準,9.73,已退貨,23.0,女,南部,1.0,2024-10-25,高雄,935.98
ORD2925,CUST9902,2024-02-14,PROD046,電子產品,產品3,374.09,16.0,0.21,,快遞,22.37,已退貨,61.0,未指定,南部,3.0,2024-02-18,高雄,4728.5
ORD2926,CUST4906,2023-03-04,PROD088,服飾,產品3,,2.0,0.27,PayPal,次日達,31.23,已退貨,37.0,女,北部,3.0,2023-03-06,基隆,1317.55
ORD2927,CUST7007,2024-04-09,PROD088,服飾,產品6,807.66,1.0,0.27,行動支付,標準,6.96,已取消,27.0,,中部,4.0,2024-04-14,台中,589.59
ORD2928,,2023-11-20,PROD067,服飾,產品50,,9.0,0.08,貨到付款,標準,48.64,已退貨,26.0,未指定,東部,3.0,2023-11-28,花蓮,8155.22
ORD2929,,2024-06-09,PROD009,美妝,產品50,755.48,12.0,,貨到付款,次日達,,已取消,,未指定,南部,3.0,2024-06-15,台南,8521.81
ORD2930,CUST9867,2025-02-20,PROD038,家居,產品7,396.23,17.0,0.08,信用卡,次日達,47.4,已完成,50.0,男,東部,4.0,2025-02-27,台東,6197.04
ORD2931,CUST8859,2023-04-10,PROD042,家居,,592.68,15.0,0.23,貨到付款,次日達,6.73,已完成,49.0,男,東部,3.0,2023-04-17,花蓮,6845.45
ORD2932,CUST8490,2024-12-11,PROD086,家居,產品9,662.71,19.0,0.11,貨到付款,次日達,38.36,已完成,51.0,男,中部,3.0,2024-12-16,台中,11206.43
ORD2933,CUST1387,2024-03-22,PROD061,服飾,產品17,83.06,10.0,0.05,貨到付款,標準,30.88,已取消,36.0,未指定,南部,5.0,2024-03-29,台南,789.07
ORD2934,,2023-07-27,PROD060,電子產品,產品41,546.77,12.0,0.03,貨到付款,快遞,41.0,已退貨,50.0,男,南部,1.0,2023-08-04,高雄,6364.4
ORD2935,,2023-06-19,PROD025,美妝,產品31,710.77,14.0,0.1,行動支付,次日達,30.03,處理中,65.0,未指定,,4.0,2023-06-23,花蓮,8955.7
ORD2936,CUST4893,2023-06-07,PROD030,電子產品,,171.48,,0.04,貨到付款,標準,48.14,處理中,33.0,,東部,5.0,2023-06-08,台東,1481.59
ORD2937,CUST8289,2023-03-23,PROD071,美妝,產品20,781.73,13.0,,PayPal,次日達,31.35,處理中,67.0,未指定,南部,2.0,2023-04-02,高雄,9654.37
ORD2938,CUST9953,2023-10-19,PROD033,美妝,,585.85,,0.21,PayPal,快遞,,處理中,67.0,女,東部,2.0,2023-10-25,台東,1388.46
ORD2939,CUST9208,2024-03-15,PROD082,,產品39,952.46,,0.01,信用卡,標準,43.88,處理中,,女,南部,1.0,2024-03-18,高雄,13201.1
ORD2940,CUST6113,2025-01-15,PROD042,美妝,產品49,47.21,10.0,0.04,,標準,35.73,已退貨,43.0,男,中部,2.0,2025-01-23,台中,453.22
ORD2941,CUST7941,2023-03-17,PROD078,美妝,產品8,269.0,16.0,0.25,信用卡,標準,26.21,已完成,62.0,未指定,東部,1.0,2023-03-22,,3228.0
ORD2942,CUST7265,2024-04-17,PROD021,,產品6,603.55,,0.25,行動支付,次日達,,處理中,71.0,男,南部,,2024-04-19,台南,3168.64
ORD2943,CUST1788,2023-03-02,PROD021,服飾,產品19,300.08,4.0,0.1,PayPal,次日達,42.72,處理中,61.0,男,南部,2.0,2023-03-10,台南,1080.29
ORD2944,CUST8155,2024-11-04,PROD100,家居,產品16,715.85,,0.03,貨到付款,標準,,處理中,58.0,未指定,,5.0,,台東,13887.49
ORD2945,CUST4809,2023-04-11,PROD011,服飾,產品35,760.21,11.0,0.21,,標準,31.04,已完成,79.0,女,北部,,2023-04-16,新竹,6606.22
ORD2946,CUST6936,,PROD010,服飾,產品45,107.0,16.0,0.11,,次日達,3.96,已取消,54.0,,北部,1.0,2024-02-21,台北,1523.68
ORD2947,CUST3567,2023-12-11,PROD011,美妝,產品48,516.29,20.0,0.01,貨到付款,次日達,24.87,已完成,26.0,未指定,東部,3.0,2023-12-12,花蓮,10222.54
ORD2948,CUST2667,2024-01-22,PROD090,家居,產品35,511.35,4.0,0.05,貨到付款,,34.91,已退貨,47.0,男,北部,3.0,,新竹,1943.13
ORD2949,CUST6549,2023-11-02,PROD018,家居,產品47,372.43,17.0,0.04,PayPal,標準,29.2,處理中,,女,北部,,2023-11-08,台北,6078.06
ORD2950,CUST2085,2024-09-17,PROD029,電子產品,產品5,933.26,13.0,0.18,貨到付款,標準,22.43,已取消,65.0,女,中部,1.0,2024-09-20,彰化,9948.55
